,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22
Latvia,1187.5127552270937,1260.6916665626286,1330.1713596617956,1396.3191984287087,1458.9846157247446,1518.123270751534,1573.5624903052078,1625.6338664194002,1674.5311547366268,1720.3635142389219,1763.0555124902614,1802.761406118247,1839.8074421455526,1876.0443529812246,1912.2812638168964,1948.5181746525686,1984.7550854882402,2020.9919963239126,2057.228907159584,2093.4658179952567,2129.702728830928,2165.9396396666,2202.1765505022718,2238.413461337944,2274.650372173616,2310.8872830092882,2347.12419384496,2383.361104680632,2419.5980155163033,2455.834926351976,2492.0718371876474,2528.30874802332,2564.5456588589914,2600.782569694664,2637.019480530335,2673.2563913660074,2709.493302201679,2745.7302130373514,2781.967123873023,2818.2040347086954,2854.440945544367,2890.677856380039,2926.9147672157105,2963.151678051383,2999.3885888870545,3035.6254997227265,3071.8624105583986,3108.0993213940706,3144.336232229742,3180.573143065414,3216.810053901086,3253.046964736758,3289.28387557243,3325.520786408102,3361.757697243774,3397.9946080794457,3434.2315189151177,3470.4684297507897,3506.7053405864617,3542.9422514221337,3579.1791622578057,3615.4160730934777,3651.6529839291493,3687.8898947648213,3724.1268056004933,3760.3637164361653,3796.6006272718373,3832.8375381075098,3869.0744489431813,3905.3113597788524,3941.548270614525,3977.7851814501973,4014.022092285869,4050.2590031215404,4086.495913957213,4122.732824792885,4158.969735628557,4195.2066464642285,4231.443557299901,4267.6804681355725,4303.917378971244,4340.154289806916,4376.391200642588,4412.6281114782605,4448.865022313932,4485.101933149604,4521.338843985276,4557.5757548209485,4593.81266565662,4630.049576492292
Lebanon,2158.6903810778545,2684.1666883040234,3220.6118934291862,3768.255528607291,4327.375061149472,4898.315933839588,5481.5028109422465,6077.4341264272125,6686.690547614902,7309.946119483205,7947.981576539029,8601.649727253234,9271.903556494382,9959.884840193772,10666.979892972067,11394.886334182447,12145.593882572575,12921.409268890116,13725.303049820912,14561.01973350129,15432.847331162844,16346.07994060864,17307.398593489637,18303.303355229375,19330.1944845716,20387.71116510935,21474.921267255504,22590.43808926248,23732.114294489467,24899.228426360703,26091.278539814037,27307.635663744808,28547.723290554586,29811.080048331838,31097.477229253203,32406.740427480327,33738.732404891816,35093.38946314037,36470.72328504499,37870.816498130036,39293.798130731266,40740.22282217744,42210.32699029523,43704.35233903481,45222.63980127459,46765.65885204498,48334.06719817486,49928.53468390939,51549.77782661713,53198.62684712483,54876.029768344444,56583.05029660556,58320.851012049505,60090.71134608504,61894.04754374916,63732.41970660053,65607.53890026189,67521.27628799147,69475.67722963505,71472.86830321234,73515.00030168882,75604.49144069632,77741.32059662954,79926.87678921442,82162.94222251362,84450.54723275854,86789.41360232876,89178.04209217333,91613.74723412389,94091.88623799042,96604.73626354134,99141.15369157042,101685.98059364868,104220.91350243031,106727.72979380438,109200.14489696297,111641.81269543876,114065.41066886744,116463.78838252484,118842.88366454275,121211.33540737382,123567.90682298434,125913.53440904728,128247.50200222144,130569.98703784043,132881.58264808578,135182.9067586692,137474.40557017774,139756.1815790957,142028.39654218493
Liberia,918.439505574459,1174.0101866543798,1427.9437276468705,1679.4186431988178,1927.5790646258008,2171.0821988521675,2408.6944889389347,2639.624433748691,2861.7466786662176,3073.772877193894,3274.839812676773,3462.699124203517,3635.693559518602,3795.6169656879497,3944.1733730592996,4080.895007026664,4206.483412359486,4321.914718224072,4427.718929298555,4524.644502727143,4618.477379732783,4712.310256738423,4806.143133744064,4899.976010749703,4993.808887755343,5087.641764760983,5181.474641766623,5275.3075187722625,5369.140395777903,5462.973272783543,5556.806149789183,5650.639026794823,5744.471903800462,5838.304780806103,5932.137657811742,6025.970534817382,6119.8034118230225,6213.636288828662,6307.469165834302,6401.302042839942,6495.134919845582,6588.967796851222,6682.800673856862,6776.633550862502,6870.466427868142,6964.299304873782,7058.132181879421,7151.965058885062,7245.797935890701,7339.630812896341,7433.4636899019815,7527.296566907621,7621.129443913262,7714.962320918901,7808.795197924541,7902.628074930181,7996.460951935821,8090.304882908402,8185.144953815342,8281.28628265405,8379.066414158116,8478.893120404944,8581.24004042025,8686.713209914187,8795.793455539693,8908.890310724828,9026.431024665397,9149.01241376662,9277.200349571614,9411.662659565322,9553.13059216888,9702.429638050278,9860.382103660786,10027.955855298063,10206.108980729381,10394.10733288265,10590.286209972597,10793.958305590282,11004.696721369031,11222.065932652482,11445.50512565993,11674.49451058117,11908.580098442548,12147.414849289924,12390.675013094844,12638.007586412905,12889.128242817678,13143.771503701315,13401.65231940498,13662.552968048489
Libya,1099.761975883397,1535.0995740346305,1975.9138955063604,2422.112556275294,2873.618774855525,3330.377397120208,3792.3529996734173,4259.52534301048,4731.88857194071,5209.452166561012,5692.241136173632,6180.241226018373,6673.472827972334,7171.976380840825,7675.804325385849,8185.020444534061,8699.699085204964,9219.930141610566,9745.818099383005,10277.495711465423,10815.179535013045,11359.000911436931,11909.10269285076,12465.680757826976,13028.989257369623,13599.34601352392,14177.065322842678,14762.506186952478,15356.083294411072,15958.271243150744,16569.607893309694,17190.697038041388,17822.226263083074,18464.981009273357,19119.860643701264,19787.901470828892,20470.302225273797,21168.436044819075,21883.909982832753,22618.62525906058,23374.848837572743,24155.2812350576,24963.036817687193,25801.98031882941,26673.273979485024,27575.407537136918,28509.940341648755,29469.571827977572,30450.90846345182,31452.966773747226,32474.782142291384,33515.1155522356,34572.21171144349,35644.98783434973,36732.42255410483,37833.71208578781,38948.02019687355,40074.54729738319,41213.063536802896,42362.45675578838,43521.986226471796,44690.41329743432,45866.378480524836,47048.42067782812,48234.58093256381,49420.13268807822,50601.98435436366,51776.28489044875,52936.655598673075,54076.433788064445,55187.2840038317,56261.59219448261,57292.83515231547,58271.06508027095,59187.246846231574,60033.6389695502,60805.0035798043,61498.73289747462,62134.99561631766,62720.14835430035,63286.13872816132,63846.84021029417,64406.67004652241,64965.98590302793,65525.24217170527,66082.67725240864,66639.38718994537,67195.92653320068,67752.59816543052,68309.65772295895
Liechtenstein,511.7619758833971,947.0995740346306,1387.9138955063606,1834.1125562752945,2285.6187748555253,2742.3773971202086,3204.3529996734173,3671.5253430104804,4143.88857194071,4621.452166561012,5104.241136173633,5592.241226018373,6085.472827972335,6583.976380840824,7087.804325385847,7597.02044453406,8111.699085204962,8631.930141610566,9157.818099383003,9689.49571146542,10227.179535013043,10771.00091143693,11321.102692850758,11877.680757826975,12440.989257369623,13011.34601352392,13589.065322842678,14174.50618695248,14768.083294411073,15370.271243150746,15981.607893309696,16602.697038041388,17234.226263083077,17876.98100927336,18531.860643701264,19199.901470828896,19882.3022252738,20580.436044819075,21295.909982832753,22030.62525906058,22786.848837572743,23567.281235057602,24375.036817687196,25213.980318829414,26085.273979485024,26987.407537136918,27921.94034164875,28881.57182797757,29862.908463451815,30864.966773747223,31886.78214229138,32927.1155522356,33984.21171144349,35056.987834349726,36144.42255410483,37245.71208578781,38360.02019687354,39486.547297383186,40625.06353680289,41774.45675578838,42933.98622647179,44102.41329743432,45278.37848052483,46460.42067782812,47646.58093256381,48832.13268807822,50013.98435436366,51188.28489044874,52348.65559867307,53488.43378806444,54599.28400383171,55673.59219448262,56704.835152315485,57683.06508027096,58599.24684623158,59445.63896955021,60217.00357980431,60910.73289747463,61546.99561631767,62132.148354300356,62698.13872816133,63258.840210294176,63818.67004652242,64377.98590302794,64937.24217170528,65494.677252408655,66051.38718994537,66607.92653320068,67164.59816543052,67721.65772295895
Lithuania,2031.0503724778603,2263.062815658486,2499.80575792984,2741.037965360295,2986.52703872117,3236.0969567916254,3489.586253327796,3746.8471454155138,4007.723648472819,4272.061606937947,4539.738931900584,4810.641965016736,5084.663293072544,5361.700877311202,5641.660091099311,5924.455873695356,6210.009154019267,6498.246480593464,6789.111232407968,7082.559352057101,7378.542547817222,7677.017813770265,7977.947784482672,8281.300727101081,8587.049361161724,8895.169617599482,9205.641521953956,9518.449025947213,9833.57982402908,10151.025193149242,10470.779887137101,10792.842167209741,11117.213762464322,11443.899854430392,11772.909086586713,12104.253595151073,12437.759078145253,12772.957493635202,13109.709426401017,13447.880034902093,13787.337966647874,14127.950102549743,14469.59175667895,14812.165373752032,15155.581958285315,15499.760956172704,15844.629420699659,16190.12190753581,16536.18016849118,16882.75165620492,17229.78898585277,17577.249380413552,17925.094219759896,18273.288620890533,18621.80102194478,18970.602844769335,19319.668192027817,19668.97358134135,20018.49770672258,20368.221223546807,20718.126557655047,21068.19773463418,21418.420227036437,21768.780817093902,22119.26747324578,22469.86923913684,22820.576133679504,23171.37906096476,23522.26972895117,23873.24057601882,24224.284704579804,24575.395821016045,24926.568181297906,25277.796541710344,25629.076114177835,25980.40252573368,26331.77178172712,26683.180232404826,27034.62454254135,27386.101663826725,27737.60880974938,28089.143432738794,28440.70320335603,28792.28599134148,29143.889848347633,29495.51299220183,29847.15379255875,30198.81075781598,30550.482523178067,30902.167839765374
Luxembourg,4183.494562257068,4227.35089481328,4271.5546280773915,4316.096263492181,4360.964780605268,4406.150630262897,4451.6453674733575,4497.441469246376,4543.532395010004,4589.910326647529,4636.567531397547,4683.503051348729,4730.718242096112,4778.211986144295,4825.9819323295815,4874.023190269285,4922.329795122943,4970.894415407403,5019.706402493164,5068.751400311285,5118.010905993359,5167.461792775822,5217.075327578453,5266.816096583131,5316.6411205842805,5366.498851241785,5416.338738013489,5466.129779722685,5515.823728715817,5565.389086634999,5614.756722154496,5663.849853286317,5712.5941827465085,5760.909084920858,5808.708744595148,5855.900209631002,5902.386254750925,5948.066635628368,5992.838951048221,6036.600236865812,6079.337748322378,6120.999878928919,6161.481178879429,6200.6819567195225,6238.531281297821,6274.970257804782,6309.847974118303,6342.990485750233,6374.362656048176,6404.000625601582,6431.878308483638,6457.880356761754,6482.101762853529,6504.62565448601,6525.480002817151,6544.699105172689,6562.29468161358,6578.443730072156,6593.278295277209,6606.908437976562,6619.4837670838315,6631.185457805623,6642.887148527411,6654.5888392492025,6666.290529970991,6677.992220692782,6689.693911414571,6701.395602136362,6713.0972928581505,6724.798983579942,6736.50067430173,6748.202365023521,6759.916475388446,6771.782761534532,6783.829237995323,6796.080287948334,6808.556378557778,6821.290202031292,6834.314790493217,6847.650049200167,6861.320132220458,6875.389913383691,6889.89298703553,6904.8614141124835,6920.336800156023,6936.388116686077,6953.06966553438,6970.434614280082,6988.529256791081,7007.433954467471
Madagascar,3158.3774103309256,4517.998978961349,5861.267451056076,7179.73896001573,8465.993565676234,9712.333799701084,10907.861644189054,12044.492609080706,13115.049898843798,14121.451377732474,15067.512742945883,15955.079055714863,16785.568980788787,17562.918833125772,18291.849979114373,18976.915034736074,19619.732635267137,20222.06388536745,20786.851295382534,21314.82452114103,21827.365735693205,22339.906950245386,22852.448164797563,23364.98937934974,23877.530593901916,24390.071808454097,24902.613023006274,25415.15423755845,25927.69545211063,26440.236666662808,26952.777881214985,27465.319095767165,27977.86031031934,28490.401524871522,29002.94273942369,29515.483953975872,30028.02516852805,30540.566383080226,31053.107597632403,31565.648812184583,32078.19002673676,32590.731241288937,33103.272455841114,33615.81367039329,34128.35488494547,34640.89609949765,35153.43731404983,35665.978528602005,36178.51974315418,36691.06095770636,37203.602172258536,37716.14338681071,38228.6846013629,38741.22581591507,39253.76703046725,39766.30824501943,40278.849459571604,40791.39067412378,41303.93188867596,41816.47310322814,42329.01431778032,42841.555532332495,43354.09674688467,43866.63796143685,44379.179175989026,44891.7203905412,45404.26160509338,45916.80281964556,46429.34403419774,46941.88524874992,47454.426463302094,47968.913334603356,48486.64629935259,49008.420630027846,49535.193045701606,50068.12411620975,50608.628711546604,51158.010431327275,51717.56566546593,52288.69827370563,52872.9132138888,53471.79899010856,54086.99424116401,54720.223644317986,55373.322936341,56048.24508150003,56747.298727721296,57473.348785804985,58229.31934485995,59018.29097897075
Malaysia,10587.460594262035,12604.682326429316,14646.82800000997,16713.225103273548,18803.42015520268,20917.028035925716,23053.71123771315,25213.192614147087,27395.281264015695,29599.8648373492,31826.89296389768,34076.37642829913,36348.20970840489,38642.41718739787,40959.09770455567,43298.398871983445,45660.4838692467,48045.488767438364,50453.62876011057,52885.247701316046,55340.83035448586,57820.97703661466,60326.31051769135,62857.55594853206,65415.55448681952,68001.26769845783,70615.77610655432,73260.28115909603,75936.1304273394,78644.83387327883,81388.08152430676,84167.76444926891,86986.00129228986,89845.21065886169,92748.05153294282,95697.52017530316,98697.0433870406,101750.55897143579,104862.62554987661,108038.45209156806,111284.06168582382,114606.30943943403,118013.16778836354,121514.25131926179,125120.77601273336,128846.17143332862,132676.19723292085,136612.73977021957,140658.0595783778,144814.57036412746,149052.940764263,153359.0413398313,157727.96573695575,162154.3739932867,166632.05667734588,171151.33770735806,175708.78417352558,180298.16696309356,184911.9592348557,189541.3827100724,194175.0989269486,198796.40163505246,203392.13525179887,207936.5482627516,212408.90507556233,216786.0164969516,221051.445418274,225185.83159252672,229162.92970020956,232957.0106717869,236547.89567963473,239918.4147563351,243057.73585346097,245960.13025191904,248680.15720855643,251216.3533584765,253569.46627272535,255799.66917817903,257995.95130119982,260170.42750581534,262324.0702878494,264465.7996542611,266600.7998988844,268731.9190965764,270861.05322863214,272990.0210890162,275120.43212233536,277253.61272813834,279390.431246108,281531.6426679754
Maldives,2299.0057818262,2337.3832507948473,2376.1347010058007,2415.2633440590184,2454.7717264069843,2494.6628413071207,2534.941478105026,2575.6147113106576,2616.692398246406,2658.1846212134255,2700.1028197315177,2742.460301385055,2785.272376879674,2828.556398373708,2872.3316182499525,2916.6195923315186,2961.444482687997,3006.833341367661,3052.816436257431,3099.4276478741936,3146.705236799287,3194.6923146885665,3243.4366399854134,3292.9924657007664,3343.422041563272,3394.79718029327,3447.200707107339,3500.727724954039,3555.488732834239,3611.6049414184795,3669.230057082213,3728.539803024445,3789.743681252189,3852.768786757156,3917.5516774474017,3984.128112584689,4052.536656552831,4122.540037494256,4193.708214971847,4265.947907575868,4339.1797637554255,4413.299270153181,4488.168146835864,4563.69184019402,4639.785597883414,4716.33335449412,4793.196200169177,4870.218167325979,4947.1187785391085,5023.691488622974,5099.5627128627175,5174.364139073417,5247.732260824636,5319.3414504269585,5388.89071012914,5455.9956435392605,5520.205808685685,5581.1629863037715,5638.550577723819,5692.1421058625265,5741.829827924405,5788.218751061076,5831.498134116473,5871.817174358888,5909.290171326042,5945.950836864731,5982.222624396925,6018.108443053548,6053.752047694964,6089.253855296581,6124.6779089621705,6160.057546033137,6195.422751100746,6230.802684786587,6266.2206791435165,6301.694037071185,6337.235822672705,6372.857303116576,6408.567445054209,6444.373090456221,6480.279634382613,6516.291403881341,6552.411880562736,6588.643850862417,6624.989570346152,6661.450899635316,6698.029396343026,6734.726385525946,6771.543017859135,6808.480316411809
Mali,3230.465247531786,4447.677912866192,5631.649049553554,6761.526933753264,7832.922604110115,8849.746966144276,9812.345172355655,10737.53334065097,11630.632958623939,12526.972101018933,13427.664344071269,14331.020197678388,15237.323226980507,16147.684678021376,17062.44374704718,17981.464711091838,18904.700019413987,19832.13837644736,20763.704533314987,21699.293857105873,22638.828221636162,23582.237530604412,24529.446637296584,25480.377582690337,26434.956171194033,27393.111916803948,28354.776423728377,29319.883425982684,30288.3692184508,31260.17268062402,32235.235067835125,33213.49992113576,34194.91302785748,35179.422340963385,36166.97787851027,37157.531633663806,38151.03749499845,39147.452409303885,40146.73621878419,41148.84879040822,42153.7505822403,43161.403727243014,44171.77216855935,45184.82130923886,46200.517838082975,47218.82974300704,48239.72628186172,49263.177915376094,50289.15625156625,51317.63400667214,52348.58496540941,53381.98393936879,54417.806729266966,55456.03009097793,56496.63170332713,57539.59013709743,58584.88482574838,59632.49603793714,60682.404851550215,61734.59312907308,62789.043494257836,63845.73931004489,64904.664657660935,65965.80431682011,67029.14374697277,68094.66906955179,69162.36705116679,70232.22508769923,71304.23118925591,72378.37396594137,73454.64261441233,74533.02690517949,75613.51717062447,76696.10429370178,77780.77969729797,78867.53533422161,79956.3636777997,81047.25771305765,82140.21092846183,83235.2173082047,84332.27132501398,85431.3679334692,86532.50256380929,87635.67111621662,88740.86995556398,89848.09590661191,90957.34624964453,92068.61871653367,93181.91148722125,94297.2231866113
Malta,692.4524229810232,719.7199746426644,746.2428617723717,771.55397170097,795.554984526028,818.3335109185089,839.8972828581154,860.6230088501309,880.6298989077359,900.7093596032026,920.8863368629011,941.1229833492491,961.4256513845082,981.8192346949512,1002.3113318304696,1022.8989023749597,1043.580881114155,1064.3570150089229,1085.2256183615227,1106.184347223861,1127.2314514418233,1148.3653607437755,1169.5843917205932,1190.886797962853,1212.2709173681258,1233.7351709348093,1255.2780264854657,1276.897999553813,1298.5936630412075,1320.363647748432,1342.2066376989985,1364.1213681202553,1386.1066245598884,1408.1612410792677,1430.284098001235,1452.474119894296,1474.7302737872094,1497.051595217749,1519.4371845857008,1541.8861428456207,1564.3975841935705,1586.9706603460668,1609.6045635706246,1632.2985188390498,1655.0517799260906,1677.863629708768,1700.7333795127295,1723.660367610062,1746.643957973956,1769.6835394036266,1792.7785246338894,1815.9283494032386,1839.1324716082067,1862.390370542407,1885.7015461750755,1909.0655184567497,1932.4818266633342,1955.9500287805245,1979.469700922074,2003.0404367780352,2026.6618470920766,2050.3335591668906,2074.0552163959583,2097.826477820017,2121.6470177070064,2145.5165251543576,2169.4347037125135,2193.4012710286333,2217.4159585095267,2241.4785110029343,2265.5886864963218,2289.7462558324223,2313.951002440795,2338.2027220847312,2362.5012226228805,2386.8463237850133,2411.2378569613606,2435.6756650050356,2460.1596020470506,2484.68953332349,2509.2653350144296,2533.8868940942093,2558.554108192718,2583.266885467345,2608.025144485305,2632.8288141160465,2657.677833433493,2682.572151627869,2707.5117279269007,2732.4965315261925
Mauritius,421.222671160044,501.75154133257786,582.4062888540453,662.9982522970968,743.3270899071969,823.1887255815044,902.3532509800363,980.5794362788816,1057.6268325375843,1133.2466069031398,1207.233206283639,1279.3920329471496,1349.4619509399108,1417.1660702682814,1482.172552473952,1544.184890891917,1602.9622014109184,1658.3008160077063,1710.03221673798,1758.0263006961009,1802.0096155373446,1841.7834283771367,1876.9287056828593,1907.2916476038956,1932.5652887108333,1956.6948363776696,1980.8243840445055,2004.9539317113417,2029.0834793781773,2053.213027045014,2077.3425747118495,2101.472122378686,2125.6016700455216,2149.7312177123576,2173.8607653791937,2197.9903130460298,2222.119860712866,2246.249408379702,2270.3789560465375,2294.508503713374,2318.6380513802096,2342.767599047046,2366.8971467138817,2391.0266943807183,2415.156242047554,2439.2857897143904,2463.415337381226,2487.544885048062,2511.674432714898,2535.803980381734,2559.93352804857,2584.0630757154063,2608.192623382242,2632.3221710490784,2656.451718715914,2680.5812663827505,2704.710814049586,2728.8403617164226,2752.9699093832583,2777.0994570500948,2801.2290047169304,2825.3585523837664,2849.4881000506025,2873.6176477174386,2897.7471953842746,2921.87674305111,2946.006290717946,2970.1358383847814,2994.2653860516175,3018.394933718453,3042.5244813852887,3066.6540290521248,3090.7835767189604,3114.913124385796,3139.042672052632,3163.1722197194676,3187.3017673863033,3211.4313150531393,3235.560862719975,3259.6904103868105,3283.819958053646,3307.949505720482,3332.079053387318,3356.2086010541534,3380.3381487209895,3404.467696387825,3428.5972440546607,3452.7267917214967,3476.8563393883323,3500.985887055168
Mexico,205511.46427651856,214208.07503557485,222935.5360814683,231692.6347130921,240478.2324344671,249291.25272629535,258130.67183298618,266995.51388831815,275884.846665291,284797.7778229104,293733.4517163074,302691.04677154,311669.7733093749,320668.87165894447,329687.6105013841,338725.2854099898,347781.21755194495,356854.75251993194,365945.2592692205,375052.12914276804,384174.7749707773,393312.6302334192,402465.388727402,411632.64288073033,420813.94476204645,430008.86283607513,439216.97629339254,448437.87564456405,457671.1577330073,466916.4281744445,476173.3033437164,485441.41015095037,494720.3859466123,504009.8784568576,513309.54577222693,522619.0562442684,531938.0882860187,541266.3301617618,550603.4797684682,559949.2444052475,569303.3405332778,578665.4935311668,588035.4374503301,597412.914771745,606797.6761650072,616189.4802507727,625588.0933674054,634993.2893423525,644404.8492685537,653822.5612860773,663246.220369119,672675.6281184162,682110.5925590846,691550.927943843,700996.4545615695,710446.9985511164,719902.3917202895,729362.4713698986,738827.0801227741,748296.0657576391,757769.281047733,767246.5836040702,776727.835723227,786212.9042395457,795701.6603816474,805193.9796331445,814689.7415974495,824188.8298665744,833691.131893818,843196.5388702427,852704.9456048394,862216.2504082872,871730.3549802103,881247.1642998419,890766.5865200013,900288.5328642984,909812.9175274769,919339.6575788101,928868.6728684682,938399.8859367726,947933.2219262592,957468.6084964732,967005.9757414159,976545.2561095719,986086.3843264425,995629.2973195128,1005173.9341455854,1014720.2359204093,1024268.145750541,1033817.6086673687
Moldova,15488.356582829398,15870.651060817068,16224.763563002407,16557.372999217943,16869.934622777542,17161.866284972126,17433.42886618652,17691.69719424319,17944.225687971277,18191.49438565626,18434.504510863808,18674.101398805287,18910.81207955003,19145.019722348876,19377.01568009486,19607.05050309282,19835.31827655165,20061.85161432471,20286.763912114446,20510.153567994075,20732.098514540023,20952.66086134776,21171.89697491992,21389.856900057064,21606.582726336987,21822.11063544996,22036.47414456411,22249.701722796763,22461.818408106257,22672.846757328385,22882.80729833341,23091.718793249485,23299.59840561325,23506.462118781972,23712.324976777454,23917.201256639062,24121.10461833397,24324.048249857973,24526.0449859547,24727.107397995907,24927.247869281633,25126.47865871296,25324.8119522745,25522.259903162176,25718.83466327209,25914.548407725182,26109.413353163327,26303.44177062949,26496.645993971128,26689.038424544262,26880.631532783587,27071.43785713025,27261.470000774978,27450.74062661174,27639.262450730483,27827.047675732985,28014.10576004241,28200.44848112263,28386.087897376747,28571.03601650462,28755.30474666361,28938.906026882192,29122.196479581475,29305.384021275462,29488.559088309277,29671.81860702075,29855.271594690606,30039.017215889533,30223.128729826545,30407.66572212311,30592.679237626424,30778.210544207428,30964.291385295925,31150.945164534125,31338.18815849672,31526.030225171216,31714.475558676164,31903.523496387057,32093.169180774057,32283.404139673137,32474.216835145406,32665.593175600126,32857.516969058976,33049.97032135716,33242.933993366874,33436.38772053724,33630.25537768474,33824.426856209175,34018.84817032503,34213.46808765452
Monaco,395.47626086566777,694.4119693563553,998.8528781862301,1308.8666404416433,1624.537367872967,1945.9841322786258,2273.3542573684585,2606.822708651447,2946.595580764258,3292.9126693746116,3646.052098698671,4006.333518153332,4374.122940966131,4749.838931670264,5133.928733199958,5526.891650579042,5929.324040448179,6341.945342795672,6765.63292494888,7201.533755843656,7650.940491081737,8115.319398486506,8596.462478532732,9096.581154850968,9618.426947999047,10163.216974943081,10726.850840655925,11305.702146996991,11899.335668286056,12507.333970379923,13129.02183920285,13763.445999778325,14409.830872761017,15067.81462551839,15737.076681052453,16417.275276700155,17108.101710284755,17809.32133774058,18520.778968825056,19242.34926512092,19973.931756000267,20715.460624834406,21466.905938275064,22228.27003117688,22999.580621225177,23780.81199184333,24571.9839931434,25373.149943462813,26184.38041815653,27005.7603144562,27837.386858741,28679.382858842095,29531.88844736819,30395.05923862051,31269.06653515258,32154.098272795036,33050.360083806314,33958.17032545205,34877.97513594579,35810.06733413181,36754.76764377761,37712.45233584903,38683.58437108619,39668.68228802255,40668.25466507156,41682.82726796802,42712.95236058919,43759.102815299804,44821.06655904412,45899.08197599693,46993.238060766445,48103.44231796324,49229.34140314508,50370.28028122894,51525.300876479254,52692.96343873408,53871.22656617851,55057.36712109646,56247.7460914574,57437.975894435134,58622.844660829636,59798.230701158674,60959.22100107654,62104.63704771871,63234.23653869653,64346.7545203364,65447.33396212841,66534.49774133347,67608.70489481057,68671.72048468678
Mongolia,387.07338003389094,555.7468773134478,722.0798483612866,885.7395635094628,1047.1257274883978,1206.2522863776571,1366.3996789919563,1528.7809363012195,1692.8837386958983,1855.2833437692568,2020.957911490101,2191.3946465424924,2366.4688524811413,2546.039490962806,2730.197289344983,2919.0777545859114,3112.750753412533,3311.2779854801715,3514.7358825589713,3723.216805585317,3936.8234571478574,4155.561986769239,4379.4789450523795,4608.125682968009,4839.948399135665,5074.922700180636,5312.974348870746,5553.983710912992,5797.8149789192485,6044.370168528947,6293.550876920318,6545.253356014507,6799.3743838076025,7055.812824870321,7314.470093501638,7575.249637254503,7838.056894527796,8102.79947148502,8369.387280249486,8637.732633902348,8907.750318534803,9179.35766392702,9452.47460928042,9727.023757783161,10002.930418162552,10280.122633353489,10558.531196685308,10838.089655831986,11118.734304875608,11400.404165070508,11683.040955087423,11966.589051628102,12250.995441364317,12536.209665190658,12822.183755793189,13108.872169527322,13396.23171357037,13684.221469271708,13972.802712569835,14261.938832284412,14551.59524702495,14841.739321388852,15132.34028205155,15423.36913428248,15714.79857935353,16006.602933242551,16298.758046974166,16591.241228883857,16884.03116903959,17177.107866008046,17470.452556109827,17764.047645270133,18057.876643537358,18351.924102312645,18646.175554307563,18940.61745622482,19235.23713413815,19530.022731531488,19824.963159944415,20120.048052160088,20415.267717863226,20710.613101688992,21006.075743578727,21301.647741354707,21597.32171542392,21893.090775519602,22188.948489388848,22484.888853335204,22780.9062645261,23076.995494976647
Montenegro,421.7580560349978,453.9785134059537,485.72157484492897,517.006306388255,548.0490625328573,579.3795491977759,611.2186645136471,643.0814680035381,674.7541356486486,707.3166229252317,740.8091620537919,775.1894301246322,810.4442515794843,846.6033988749563,883.6883192638734,921.7099341024301,960.6811898088772,1000.6182378982764,1041.5397187111028,1083.463938356742,1126.3874937934163,1170.3240365336737,1215.0494334479122,1260.3924305322864,1306.3452250966784,1352.8898066207605,1400.0016217134485,1447.655272956333,1495.8337453795273,1544.5167948828723,1593.6841994553442,1643.315990491245,1693.3926385289867,1743.8951001165285,1794.8046927803969,1846.1031383872441,1897.7725923259482,1949.7956655372545,2002.1554412934386,2054.835488706236,2107.8198766166706,2161.093185771007,2214.6405185794943,2268.447506367009,2322.5003141490433,2376.785642996531,2431.290730034393,2486.0033461562966,2540.9117915863053,2596.00488944774,2651.271977517146,2706.7028983518826,2762.2879879852417,2818.0180633841383,2873.8844088613773,2929.8787616280433,2985.993296662478,3042.220611061327,3098.553708025818,3154.9859806233167,3211.5111954506456,3268.1234763120897,3324.8172880116485,3381.5874203462217,3438.428972374166,3495.3373370221575,3552.308186082636,3609.3374556443136,3666.421331989343,3723.5562379827315,3780.7388199724596,3837.965935212442,3895.2346398149725,3952.5421772344866,4009.8859672803956,4067.2635956532376,4124.6728039955005,4182.111480446033,4239.577650685047,4297.069469455121,4354.585212542458,4412.123269201744,4469.6821350073615,4527.260405113317,4584.856767904064,4642.469999018417,4700.098955728826,4757.742571658595,4815.399851819924,4873.06986795609
