,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22
Djibouti,4648.502130026531,4667.0042600530605,4685.506390079591,4704.008520106122,4722.510650132653,4741.0127801591825,4759.514910185713,4778.017040212244,4796.519170238775,4815.0213002653045,4833.523430291835,4852.025560318366,4870.527690344897,4889.0298203714265,4907.531950397956,4926.034080424487,4944.536210451018,4963.0383404775475,4981.540470504078,5000.042600530609,5018.54473055714,5037.0468605836695,5055.5489906102,5074.051120636731,5092.553250663262,5111.0553806897915,5129.557510716322,5148.059640742853,5166.561770769384,5185.0639007959135,5203.566030822444,5222.068160848975,5240.570290875506,5259.072420902035,5277.574550928566,5296.076680955097,5314.578810981628,5333.080941008157,5351.583071034688,5370.085201061219,5388.58733108775,5407.089461114279,5425.591591140809,5444.09372116734,5462.595851193871,5481.0979812204005,5499.600111246931,5518.102241273462,5536.604371299993,5555.106501326522,5573.608631353053,5592.110761379584,5610.612891406114,5629.115021432644,5647.617151459175,5666.119281485706,5684.621411512237,5703.123541538766,5721.625671565297,5740.127801591828,5758.629931618358,5777.132061644888,5795.634191671419,5814.13632169795,5832.638451724481,5851.14058175101,5869.642711777541,5888.144841804072,5906.646971830602,5925.149101857132,5943.651231883662,5962.153361910193,5980.655491936724,5999.157621963253,6017.659751989784,6036.161882016315,6054.664012042845,6073.166142069375,6091.668272095906,6110.170402122437,6128.672532148968,6147.174662175497,6165.676792202028,6184.178922228559,6202.681052255089,6221.183182281619,6239.68531230815,6258.187442334681,6276.6895723612115,6295.191702387741
Dominican Republic,29210.515766432913,29802.58033757775,30407.757275395405,31026.24318078186,31658.195412149507,32303.832960631462,32963.34936672675,33636.92588112939,34324.761431453735,35026.90095772396,35740.401731389116,36462.40928450796,37192.65002274958,37930.7285022534,38676.230808101594,39428.78678719277,40188.09007627364,40953.89475087013,41726.00316092801,42504.2421844958,43288.41053396523,44078.31222630971,44873.75804170156,45674.563376268954,46480.54754806976,47291.5331515417,48107.63816519523,48928.605418383326,49754.20720505617,50584.23433519546,51418.488518061706,52256.776806679554,53098.90854288291,53944.70055727216,54793.97698082716,55646.56874087246,56502.31326713252,57361.0543893063,58222.642298074636,59086.93341635983,59953.79024601868,60823.081213806065,61694.680517250454,62568.46796648853,63444.32882045683,64322.15361912584,65201.838013313536,66083.28259298067,66966.39271469633,67851.0783289723,68737.2538081758,69624.83777568158,70513.75293685273,71403.92591237304,72295.28707439458,73187.7703859073,74081.31324368104,74975.85632507688,75871.34343897317,76767.72138100538,77664.93979327423,78562.95102863733,79461.71001966226,80361.17415228709,81261.30314420414,82162.05892795717,83063.40553871884,83965.30900669565,84867.7372540901,85770.65999653513,86674.04864890363,87577.87623538515,88482.11730371477,89386.74784343068,90291.74520803399,91197.08804091939,92102.75620494329,93008.73071549482,93914.99367693494,94821.5282222687,95728.31845591767,96635.34939946068,97542.6069402139,98450.07778252325,99357.74940164575,100265.61000009984,101173.64846636736,102081.85433583468,102990.21775386357,103898.72944088641
Ecuador,52345.34790882279,53010.895126993215,53641.27576823229,54238.644209003214,54803.44995004177,55334.21975266805,55833.531157154444,56303.61372216847,56745.738380162154,57159.72655479239,57546.82356596575,57908.318671511326,58244.65137632386,58574.83108107857,58905.01078583327,59235.19049058798,59565.37019534268,59895.549900097394,60225.729604852095,60555.9093096068,60886.0890143615,61216.26871911621,61546.44842387091,61876.62812862563,62206.80783338033,62536.987538135036,62867.16724288974,63197.34694764445,63527.52665239915,63857.70635715386,64187.88606190856,64518.06576666327,64848.24547141797,65178.425176172685,65508.604880927385,65838.7845856821,66168.9642904368,66499.14399519151,66833.5367296851,67173.77601905588,67521.17634551704,67877.76371690471,68245.87341606173,68628.30763213216,69027.49787011326,69446.15816040558,69886.92671969692,70352.24223637072,70844.68146570887,71366.9869198845,71922.23306538926,72515.30488248485,73150.21129140523,73824.0902998994,74530.40993157207,75266.09959455092,76029.94971880084,76820.24560366815,77634.80686600515,78471.78338121038,79329.54445066488,80206.76394244087,81102.29486494629,82015.082646869,82944.22637980859,83888.87594672486,84848.27256582487,85821.73733819861,86808.67336464312,87808.4176266318,88820.43196530444,89844.26428940595,90879.50564889621,91925.79330613873,92982.79171906222,94050.21009990806,95127.79310106808,96215.31479047274,97312.56846578105,98419.37503654789,99535.58415272571,100661.06837405647,101795.72138612602,102939.4569451957,104092.20872889666,105253.92951305093,106424.55996401864,107604.04623810924,108792.37495208552,109989.57873820238
Egypt,62488.394697129144,65301.88098050082,68000.37707113678,70588.46719084779,73072.36118786951,75455.36824189579,77745.50434030371,79947.8385155131,82066.85045447072,84106.8495903174,86071.16130056737,87978.99767404085,89886.83404751432,91794.6704209878,93702.50679446125,95610.34316793473,97518.1795414082,99426.01591488167,101333.85228835515,103241.6886618286,105149.5250353021,107057.36140877554,108965.19778224903,110873.03415572249,112780.87052919598,114688.70690266942,116596.54327614291,118504.37964961637,120412.21602308986,122320.0523965633,124227.8887700368,126135.72514351025,128043.56151698374,129951.39789045718,131859.23426393067,133767.07063740413,135674.90701087762,137582.74338435108,139490.57975782457,141398.41613129803,143306.25250477152,145214.08887824495,147121.92525171844,149029.7616251919,150937.59799866538,152845.43437213884,154753.27074561233,156661.1071190858,158568.94349255928,160476.7798660327,162384.61623950623,164292.45261297966,166200.28898645315,168108.1253599266,170015.9617334001,171923.79810687355,173831.63448034704,175739.4708538205,177647.307227294,179555.14360076742,181462.9799742409,183370.81634771437,185278.65272118786,187186.48909466132,189094.3254681348,191002.16184160826,192909.99821508175,194817.83458855518,196725.6709620287,198633.50733550213,200541.34370897562,202449.18008244908,204357.01645592257,206264.85282939603,208172.68920286951,210080.52557634297,211988.36194981646,213896.1983232899,215804.03469676338,217711.87107023684,219619.70744371033,221527.5438171838,223435.38019065728,225343.21656413074,227251.05293760423,229158.88931107766,231066.72568455117,232974.5620580246,234882.3984314981,236790.23480497155
El Salvador,5713.29194643628,6288.879029408826,6877.43509704023,7479.727943861467,8096.611858041951,8729.00382371563,9377.975555451929,10044.825982688231,10731.12782547263,11438.807372657962,12170.068555258873,12927.548772628648,13714.402225991955,14534.969384397791,15394.325963557772,16284.745225177205,17199.422511870118,18137.864236614107,19099.49587165377,20083.05533070559,21086.861884147944,22109.463688765252,23150.24364132496,24208.621185887627,25283.94472595349,26375.618700778276,27483.158887602473,28606.22458255292,29744.511386299095,30897.744390711272,32065.699430715616,33248.20253271463,34445.12530193629,35656.36996644539,36881.868716508165,38121.58500845496,39375.510949183874,40643.66466148399,41926.08743820095,43222.84278805464,44534.01545046493,45859.70988745931,47200.278474604835,48555.974306325246,49926.98655735366,51313.525962532905,52715.83304165948,54134.25043256247,55569.11987161359,57020.813060191176,58489.76175253083,59976.36728962171,61481.112836588014,63004.521933344906,64547.16916314551,66109.68679151336,67692.76142561478,69297.13919583775,70923.62897461743,72573.10749092574,74246.52427745497,75944.90575253894,77669.36032425577,79420.54642049903,81198.43682312139,83003.52768222784,84836.00905831167,86695.71971443447,88582.02481417613,90493.73692487035,92429.0227837762,94385.08586364349,96357.9006847434,98342.48460918778,100331.9149916687,102317.47958126265,104289.4049369408,106238.9767643535,108159.16614997451,110049.34876104466,111911.55923876048,113754.4634923267,115573.71725372742,117370.15291443419,119148.71084618654,120912.0494734375,122660.93012722084,124394.28219650961,126111.9545951515,127814.4245971378
Equatorial Guinea,1764.804455695892,1867.6286517406847,1972.502210633058,2079.462703665575,2188.556372781056,2299.840115512566,2413.385268581752,2529.275796343121,2647.609481230109,2768.49979295963,2892.0778906596065,3018.495075041673,3147.9164142800396,3280.524917652769,3416.538875442362,3556.2227401807218,3699.8994290257006,3847.947816180971,4000.8042303217067,4159.057739143996,4323.39754010342,4494.630664664974,4673.757771068546,4859.652280536807,5050.691409126859,5246.75680782682,5447.686940885976,5653.232520940442,5863.0506719661635,6076.842927832343,6294.4781295390185,6515.825118205667,6740.744778238125,6969.11126280739,7200.8236909741745,7435.808070682758,7673.997434723842,7915.332389359244,8159.764489142878,8407.25591135581,8657.777923039335,8911.3083106287,9167.831421264165,9427.33821487139,9689.825682144432,9955.29625879779,10223.757313510598,10495.2209508838,10769.703768524987,11047.226541897062,11327.840741490063,11611.61751596303,11898.595627107332,12188.820292505961,12482.336047272924,12779.20804010077,13079.510306017593,13383.316599585052,13690.71477325456,14001.794337142688,14316.648883282098,14635.385581397137,14958.121110709928,15284.984293450878,15616.11570253416,15951.667486573402,16291.804992253543,16636.707443701573,16986.569039682927,17341.599805363636,17702.026561920356,18068.094145638104,18439.737177620522,18817.076945632758,19200.176587798946,19589.03339874429,19983.554847790787,20383.53032803511,20788.637285189518,21198.369406212703,21611.98653043049,22028.509019951765,22446.65354920542,22864.702632615154,23280.62177697095,23692.582427580037,24098.525375639412,24498.25367202864,24891.902769826847,25280.81773814119
Eritrea,328.56025512352517,512.6569252776885,695.8224639315844,877.5167721525138,1057.2091564622813,1234.447076989574,1408.6551502878801,1579.2621366900594,1745.7957721647065,1907.590626550826,2063.8829020847593,2214.1909114072164,2358.011153469196,2494.5339363806575,2622.697503525753,2742.348523326991,2853.074422843057,2954.7248308294315,3047.3213429073235,3130.9343263473543,3205.73284470892,3272.2013126992397,3338.662664287216,3405.124015875192,3471.5853674631685,3538.046719051145,3604.508070639121,3670.9694222270964,3737.430773815073,3803.892125403049,3870.353476991025,3936.814828579001,4003.2761801669776,4069.7375317549536,4136.19888334293,4202.660234930906,4269.121586518882,4335.582938106859,4402.044289694835,4468.505641282811,4534.966992870787,4601.428344458764,4667.88969604674,4734.351047634716,4800.812399222692,4867.273750810668,4933.735102398645,5000.196453986621,5066.657805574597,5133.119157162573,5199.58050875055,5266.041860338526,5332.503211926502,5398.964563514478,5465.425915102454,5531.887266690431,5598.348618278407,5664.809969866384,5731.271321454359,5797.732673042336,5864.194024630312,5930.655376218288,5997.116727806264,6063.57807939424,6130.039430982217,6196.500782570193,6262.96213415817,6329.423485746145,6395.884837334122,6462.346188922098,6528.807540510074,6595.268892098051,6661.730243686026,6728.191595274003,6794.652946861979,6861.114298449956,6927.575650037931,6994.037001625908,7060.498353213884,7126.959704801861,7193.421056389837,7259.882407977812,7326.343759565788,7392.8051111537625,7459.266462741738,7525.7278143297135,7592.189165917689,7658.6505175056645,7725.11186909364,7791.573220681616
Estonia,2054.641156298377,2123.0363486182628,2189.3845385759087,2254.6498297399426,2319.975286909674,2385.3059552474842,2449.565530562303,2513.805901534235,2579.364294941119,2646.2317682324588,2714.3209455667625,2783.6532256961495,2854.2849307358765,2926.2220920028594,2999.4613950641606,3074.007535861256,3149.8703431029394,3227.0595801165678,3305.5875028716337,3385.469919045767,3466.7242994455773,3549.3704922968927,3633.4312850733954,3718.93264156453,3805.893091484379,3894.309827852943,3984.1993391468086,4075.5792766852655,4168.468779821828,4262.8910659732865,4358.871272903205,4456.4355544604505,4555.6123969966675,4656.432623829147,4758.929439710247,4863.138460638017,4968.4641192338,5074.7992510475115,5182.1283697622985,5290.416762196781,5399.620321076498,5509.69795320027,5620.618453684571,5732.345874499709,5844.844322974621,5958.078892226737,6072.015679590207,6186.621608394344,6301.86423749877,6417.711949126919,6534.134024767582,6651.100665288461,6768.5830090558975,6886.553157470472,7004.984202844507,7123.850245928242,7243.126406228755,7362.78882768817,7482.814679750185,7603.182153452826,7723.87045261228,7844.85978066264,7966.131323632505,8087.667229649676,8209.450585386434,8331.46538988811,8453.69652622744,8576.129731402592,8698.751564871585,8821.549376091372,8944.5112714017,9067.626080562412,9190.883323220343,9314.273175549706,9437.78643727854,9561.414499283608,9685.14931190744,9808.983354124672,9932.909603660182,10056.921508139358,10181.012957330675,10305.17825652301,10429.412101064445,10553.709552075607,10678.066013339005,10802.477209355737,10926.939164552721,11051.44818361667,11176.000832925516,11300.593923043583
Ethiopia,12532.654851706218,20147.23838074493,27875.745448084126,35716.75350302169,43669.84592257779,51735.00730498885,59912.504719852914,68202.82377574369,76606.88610151858,85126.07344069987,93762.13153005151,102517.18619232254,111393.76884434932,120394.84865178025,129523.2527707347,138782.28472424633,148176.18587006032,157710.20712098494,167390.93638952356,177225.30016746797,187221.27010941412,197388.06550764065,207736.3116856476,218278.20200761867,229027.61128709142,240000.49693400296,251215.3807235098,262696.6336181971,274469.8587071345,286564.53347660543,299016.1353776453,311867.6896232113,325171.67715155,338937.7934801754,353140.815569084,367712.6554999324,382582.4846955804,397730.8163890794,413139.6897545695,428788.84551199054,444653.3110435136,460713.05581266165,476955.9660508132,493370.3551356011,509943.02698227734,526662.3689182433,543517.3440051221,560496.4190271549,577589.7730278472,594791.4680642971,612096.7304120796,629500.8320207623,647000.2579474711,664591.2371509254,682270.388307158,700037.393745529,717900.2676858124,735854.8072262224,753890.9266801849,771988.1240956535,790121.0874717502,808256.5510117271,826368.1489493274,844426.4812500025,862388.6403361174,880209.2379720376,897818.8876322884,915141.2587116647,932093.8539108495,948571.3470248813,964459.2598658252,979686.6988649315,994150.6391847903,1007762.8409592151,1020457.104990195,1032198.4683252232,1042967.0736885883,1052929.6240193723,1062101.7620293158,1070546.5677129189,1078546.0506811284,1086360.0172552287,1094042.293317635,1101591.9868595742,1109038.180722877,1116400.216479124,1123690.386737179,1130917.4318261018,1138088.3633021289,1145207.886958539
Finland,7397.67865590112,7625.013690197713,7847.345821819927,8062.879586017452,8270.25543582822,8468.061445468924,8654.6024179299,8828.424617382245,8988.234009733893,9132.145743474957,9258.88646163971,9367.720156357444,9472.856634478001,9577.99311259856,9683.129590719118,9788.266068839675,9893.402546960235,9998.539025080792,10103.67550320135,10208.81198132191,10313.948459442467,10419.084937563026,10524.221415683583,10629.357893804141,10734.4943719247,10839.630850045258,10944.767328165817,11049.903806286375,11155.040284406934,11260.176762527492,11365.313240648047,11470.449718768608,11575.586196889168,11680.722675009723,11785.85915313028,11890.99563125084,11996.1321093714,12101.268587491957,12206.405065612515,12311.541543733074,12416.678021853633,12521.814499974189,12626.950978094746,12732.087456215306,12837.223934335865,12942.360412456423,13047.49689057698,13152.63336869754,13257.769846818099,13362.906324938656,13468.042803059212,13573.179281179771,13678.31575930033,13783.452237420888,13888.588715541446,13993.725193662005,14098.861671782564,14203.998149903122,14309.134628023678,14414.271106144237,14519.407584264796,14624.544062385354,14729.680540505911,14834.81701862647,14939.95349674703,15045.089974867587,15150.226452988143,15255.362931108704,15360.499409229264,15465.63588734982,15570.772365470377,15675.908843590936,15781.045321711495,15886.181799832053,15991.31827795261,16096.45475607317,16201.59123419373,16306.727712314285,16411.864190434844,16517.000668555404,16622.137146675963,16727.27362479652,16832.410102917074,16937.546581037634,17042.683059158193,17147.819537278752,17252.956015399308,17358.092493519867,17463.228971640427,17568.365449760986
France,200740.8585875022,203495.62180273782,206156.83617700165,208760.19741824304,211331.97725271122,213883.5852084294,216432.35304764553,218991.89104447758,221575.92633242314,224197.67750436257,226886.8104106936,229719.15704576322,232716.72101423016,235849.66308511596,239087.48091212742,242433.00282035454,245890.40732307205,249458.30901489579,253134.4782239408,256918.70567307042,260811.7041543656,264814.3049058257,268927.6046504402,273153.12426568096,277466.9028990409,281847.57564543706,286293.102104794,290800.52427674574,295366.78172942856,299989.1115607156,304665.24301293824,309393.3488503485,314171.6570888976,318998.69187074475,323873.251028655,328794.4992418195,333762.89762004267,338776.22443089756,343832.54546092893,348930.0537974593,354067.0018625165,359241.66409924644,364452.3300677524,369697.3424083671,374975.0948963948,380284.0299378275,385622.6381565791,390989.4593091627,396383.0832941195,401802.1503849972,407245.35121252766,412711.42663454765,418199.1674794931,423707.414131043,429235.05594937433,434781.0305464387,440344.322931434,445923.96453963703,451519.03215737554,457128.6467566582,462751.9722532714,468388.2142018524,474036.6184408361,479696.46969944745,485367.0901781162,491047.83811281883,496738.10633293266,502437.3208212429,508144.9392838044,513860.4497364382,519583.3691137613,525313.2419058012,531049.6388264629,536792.1555173759,542540.4112899777,548294.0479080733,554052.7284125539,559816.135989464,565583.9728821599,571355.9593479176,577131.83265901,582911.3461479782,588694.2682965765,594480.3818676551,600269.4830790759,606061.3808186078,611855.8958986349,617652.860349426,623452.1167496371,629253.5175926802
Gabon,4997.289020862514,5038.578041725028,5079.867062587542,5121.156083450057,5162.445104312571,5203.734125175086,5245.0231460376,5286.312166900115,5327.601187762629,5368.890208625144,5410.179229487658,5451.468250350173,5492.757271212687,5534.046292075202,5575.335312937716,5616.6243338002305,5657.913354662744,5699.2023755252585,5740.4913963877725,5781.780417250287,5823.069438112801,5864.358458975316,5905.64747983783,5946.936500700345,5988.225521562859,6029.514542425374,6070.803563287888,6112.092584150403,6153.381605012917,6194.670625875432,6235.959646737946,6277.248667600461,6318.537688462974,6359.826709325489,6401.115730188003,6442.404751050518,6483.693771913032,6524.982792775547,6566.271813638061,6607.560834500576,6648.84985536309,6690.138876225605,6731.427897088119,6772.716917950634,6814.005938813148,6855.2949596756625,6896.583980538177,6937.873001400691,6979.162022263205,7020.4510431257195,7061.7400639882335,7103.029084850748,7144.318105713262,7185.607126575777,7226.896147438291,7268.185168300805,7309.47418916332,7350.763210025835,7392.052230888349,7433.341251750863,7474.630272613378,7515.919293475893,7557.208314338406,7598.49733520092,7639.786356063435,7681.07537692595,7722.364397788464,7763.653418650978,7804.942439513493,7846.231460376008,7887.520481238522,7928.809502101036,7970.098522963551,8011.387543826066,8052.67656468858,8093.965585551094,8135.254606413609,8176.5436272761235,8217.832648138638,8259.121669001152,8300.410689863666,8341.699710726181,8382.988731588695,8424.27775245121,8465.566773313723,8506.855794176237,8548.144815038751,8589.433835901265,8630.722856763781,8672.011877626295
Georgia,1119.9866647105282,1323.956295148329,1524.9557839374004,1721.4004721203266,1912.2992459252166,2095.7032162388814,2270.0892449918547,2435.937856773619,2593.2679029961173,2742.223925182334,2883.2138062953577,3016.982115027787,3144.3343256738563,3266.2532559528167,3383.4049980143,3496.1116172221205,3604.3861670165797,3708.4578700737675,3808.5193863804575,3904.7060550513097,3997.1210045716803,4085.676212757917,4170.400026160194,4251.335428996236,4328.525251717414,4404.482219665446,4480.439187613478,4556.39615556151,4632.3531235095425,4708.310091457574,4784.267059405606,4860.224027353638,4936.18099530167,5012.137963249702,5088.094931197734,5164.051899145766,5240.008867093798,5315.96583504183,5391.922802989862,5467.879770937894,5543.836738885926,5619.793706833958,5695.75067478199,5771.707642730022,5847.664610678054,5923.6215786260855,5999.578546574118,6075.53551452215,6151.492482470182,6227.449450418214,6303.406418366246,6379.363386314278,6455.32035426231,6531.2773222103415,6607.234290158373,6683.191258106406,6759.148226054438,6835.10519400247,6911.062161950502,6987.019129898534,7062.976097846566,7138.9330657945975,7214.890033742629,7290.847001690661,7366.803969638694,7442.760937586726,7518.717905534758,7594.67487348279,7670.631841430822,7746.5888093788535,7822.545777326885,7898.502745274917,7974.45971322295,8050.416681170981,8126.373649119014,8202.330617067044,8278.287585015078,8354.24455296311,8430.201520911141,8506.158488859173,8582.481350076121,8659.443695326016,8737.210621049662,8815.97963342403,8895.990209691585,8977.521972159988,9060.85547959011,9146.27304279919,9234.083822991113,9324.62103542651
Germany,196748.27527252742,200630.33459545957,204512.06125885143,208388.34522820043,212252.57861708855,216099.91899679136,219920.7301005349,223708.69526622907,227450.87815609464,231131.20248937537,234731.02605944444,238234.87909648707,241627.56683124028,244893.02597832403,248031.0514059909,251049.09415015898,253944.7766939215,256718.02646987536,259362.31284851345,261880.78242024974,264279.18197274144,266560.5079087307,268735.3863124427,270804.3790442572,272767.78915951954,274627.2450968368,276386.6610484021,278052.41275437444,279639.6217872246,281226.8308200747,282814.0398529249,284401.24888577504,285988.4579186252,287575.6669514753,289162.87598432554,290750.0850171757,292337.2940500258,293924.503082876,295511.71211572614,297098.9211485763,298686.1301814264,300273.3392142766,301860.54824712675,303447.7572799769,305034.9663128271,306622.1753456772,308209.38437852735,309796.5934113775,311383.8024442277,312971.0114770778,314558.22050992795,316145.4295427781,317732.6385756283,319319.8476084784,320907.0566413286,322494.2656741788,324081.4747070289,325668.68373987905,327255.8927727292,328843.1018055794,330430.3108384295,332017.51987127966,333604.7289041298,335191.93793698,336779.14696983015,338366.35600268026,339953.5650355304,341540.7740683806,343127.9831012307,344715.19213408086,346302.401166931,347889.61019978125,349476.8192326314,351064.0282654815,352651.2372983317,354238.44633118185,355825.65536403196,357412.8643968821,359000.0734297323,360587.28246258246,362174.49149543256,363761.7005282827,365348.90956113284,366936.118593983,368524.8575801863,370119.32753679773,371720.9554274851,373331.3768703686,374952.5961557484,376587.0837053702
Ghana,16900.71914615938,18747.49753713259,20519.983584944912,22194.95259052746,23789.71787024846,25294.665935302866,26740.01780362792,28127.065434077354,29511.999006735332,30904.309574776948,32300.829403692507,33701.67594103286,35108.53532725324,36522.16644631802,37942.43265862761,39369.23361189153,40802.557941012994,42242.30735116152,43688.322750032756,45140.474200085155,46598.65227706304,48062.742177074506,49532.623246488845,51008.17900831104,52489.29908355135,53975.87674596195,55467.80846635029,56964.994576124685,58467.339442411045,59974.75118361471,61487.14148459689,63004.425529817396,64526.52189336992,66053.35238612883,67584.84191166042,69120.91833994917,70661.51359514815,72206.56442651851,73756.00913943593,75309.78606131436,76867.83582363094,78430.10188908139,79996.53016809073,81567.06859020253,83141.66707619649,84720.2775355485,86302.85376846521,87889.35137114207,89479.72766912542,91073.94165849905,92671.95394158218,94273.72666629194,95879.2234722518,97488.40944044889,99101.25104477556,100717.71610593173,102337.77374817194,103961.3943585352,105588.54954818983,107219.2121157928,108853.35601281213,110490.95631070537,112131.9891698333,113776.43181001574,115424.26248265177,117075.46044432692,118730.00593183367,120387.88013853725,122049.06519202463,123713.54413297857,125381.30089522243,127052.32028688428,128726.58797263358,130404.090456946,132084.81506835483,133768.7499446511,135455.88401899557,137146.20700691006,138839.70939411622,140536.382425193,142236.2180930256,143939.2091290212,145645.34899406764,147354.63187021407,149067.0526530533,150782.60694478778,152501.29104796218,154223.1019598472,155948.0373674609,157676.0956432144
Greece,3812.079635503035,4310.436151112482,4804.066415230754,5292.132730777211,5773.293570666517,6245.677928072198,6707.609545914169,7157.728527194628,7594.252977927168,8015.415862461839,8417.661244127481,8796.148311934887,9147.636395646732,9468.92133116025,9756.93609805645,10007.68918632464,10217.845289433779,10416.889237661948,10615.933185890115,10814.977134118284,11014.021082346451,11213.06503057462,11412.10897880279,11611.152927030957,11810.196875259126,12009.240823487295,12208.284771715462,12407.32871994363,12606.3726681718,12805.416616399967,13004.460564628136,13203.504512856305,13402.548461084472,13601.592409312641,13800.636357540809,13999.680305768976,14198.724253997147,14397.768202225312,14596.812150453483,14795.856098681648,14994.90004690982,15193.943995137986,15392.987943366157,15592.031891594323,15791.075839822493,15990.119788050659,16189.16373627883,16388.207684506997,16587.251632735166,16786.29558096333,16985.339529191504,17184.38347741967,17383.427425647842,17582.471373876007,17781.515322104176,17980.559270332342,18179.603218560515,18378.64716678868,18577.69111501685,18776.735063245018,18975.779011473187,19174.822959701352,19373.866907929525,19572.91085615769,19771.95480438586,19970.99875261403,20170.042700842198,20369.086649070363,20568.130597298536,20767.1745455267,20966.21849375487,21165.26244198304,21364.306390211208,21563.350338439373,21762.394286667546,21961.43823489571,22160.48218312388,22359.526131352046,22558.57007958022,22757.614027808384,22956.657976036557,23155.701924264722,23354.74587249289,23553.789820721056,23752.83376894923,23951.877717177395,24150.921665405567,24349.965613633733,24549.009561861898,24748.053510090063
Guatemala,15509.082477496808,16166.20720072414,16788.820174424636,17377.06804994862,17930.360770310974,18446.690754850053,18926.560433707655,19373.295385348167,19788.845547221208,20177.028267272948,20540.237646868645,20880.623129955107,21214.752183122662,21548.881236290217,21883.010289457772,22217.139342625327,22551.268395792882,22885.397448960437,23219.526502127992,23553.655555295547,23887.7846084631,24221.91366163065,24556.042714798208,24894.400664971872,25242.02385255398,25601.052694872742,25974.586359712765,26365.61828535258,26776.84619230979,27210.57881155112,27668.77627728998,28153.67781608493,28668.62506496014,29217.785157934413,29804.610811215014,30432.740066672875,31105.483806960863,31817.247330390164,32560.978885120785,33334.93031828422,34137.334544942656,34966.44476179521,35820.099041586436,36696.55760406449,37594.33178563425,38512.21668460599,39449.1253944329,40404.06980027642,41376.185408458135,42364.713799472695,43368.99357374053,44388.439545785746,45422.53464955281,46470.82564726216,47532.917134301206,48608.46619367338,49697.17712748536,50798.79780935185,51913.11674257764,53039.96039113215,54179.190902094066,55330.7042076026,56494.42855748953,57670.323374674175,58858.37838825079,60058.590933225416,61271.00130224019,62495.68013803548,63732.72646490853,64982.26809322107,66244.46201569382,67519.49737380797,68807.59554708366,70109.01140059158,71424.03508939882,72752.99419710245,74096.24989362649,75453.92374490447,76826.34401321868,78213.88203021183,79616.9379825235,81035.8719665777,82471.07938342223,83923.07488017836,85392.57339473032,86880.62377825694,88388.05457576166,89915.78382206589,91464.91177513535,93036.74033341609
Guinea,5824.263582042306,6468.485213470017,7104.344794320397,7727.543916173323,8334.914337581622,8922.47178163359,9485.25418484121,10019.724910702453,10521.727949274331,10994.030391496135,11437.917354309742,11854.129387171331,12243.526023437973,12607.872935130023,12949.628185546177,13270.892522394272,13572.094428563656,13854.274773580391,14118.768686242336,14365.796371645767,14608.508946210051,14851.221520774341,15093.934095338625,15336.646669902915,15579.359244467198,15822.071819031487,16064.784393595772,16307.496968160061,16550.209542724344,16792.922117288635,17035.63469185292,17278.347266417208,17521.059840981492,17763.772415545784,18006.484990110068,18249.197564674352,18491.91013923864,18734.622713802928,18977.335288367212,19220.0478629315,19462.76043749579,19705.473012060076,19948.18558662436,20190.89816118865,20433.610735752936,20676.32331031722,20919.03588488151,21161.748459445796,21404.46103401008,21647.17360857437,21889.886183138657,22132.598757702945,22375.31133226723,22618.023906831517,22860.736481395805,23103.44905596009,23346.161630524377,23588.874205088665,23831.58677965295,24074.299354217237,24317.011928781525,24559.724503345813,24802.437077910097,25045.149652474385,25287.862227038673,25530.574801602957,25773.287376167245,26015.999950731533,26258.712525295818,26501.425099860102,26744.137674424393,26988.03142431726,27233.53135790787,27481.02305375246,27730.97743510179,27983.96387890613,28240.67832842908,28501.712640604994,28767.689877318197,29039.285401371788,29317.2210269415,29602.256410420683,29895.171166404645,30196.792005853848,30507.999039254657,30829.728413678647,31163.151355449365,31509.625347647845,31870.54753981575,32247.39261860584
